Ticket ID,Ticket Subject,Ticket Type,predicted_type,Ticket Priority,predicted_priority
6639,Peripheral compatibility,Technical issue,Product inquiry,Critical,High
6640,Account access,Cancellation request,Cancellation request,High,High
6641,Cancellation request,Technical issue,Technical issue,Medium,Medium
6642,Data loss,Refund request,Refund request,Medium,Medium
6643,Network problem,Refund request,Refund request,High,Low
6644,Data loss,Refund request,Technical issue,Medium,Medium
6645,Product setup,Technical issue,Technical issue,Low,Low
6646,Account access,Billing inquiry,Cancellation request,Low,Medium
6647,Installation support,Product inquiry,Billing inquiry,High,High
6648,Product recommendation,Product inquiry,Product inquiry,Critical,Critical
6649,Network problem,Cancellation request,Technical issue,Low,Low
6650,Battery life,Product inquiry,Refund request,Critical,Medium
6651,Software bug,Technical issue,Billing inquiry,High,High
6652,Product recommendation,Cancellation request,Cancellation request,Critical,Critical
6653,Network problem,Billing inquiry,Billing inquiry,Critical,Low
6654,Peripheral compatibility,Refund request,Refund request,Low,Critical
6655,Product setup,Product inquiry,Product inquiry,Medium,Medium
6656,Peripheral compatibility,Refund request,Refund request,Critical,Low
6657,Product recommendation,Billing inquiry,Product inquiry,Low,Critical
6658,Cancellation request,Refund request,Refund request,Critical,Critical
6659,Display issue,Refund request,Cancellation request,Low,High
6660,Software bug,Cancellation request,Cancellation request,Medium,Medium
6661,Battery life,Cancellation request,Cancellation request,Critical,High
6662,Payment issue,Cancellation request,Technical issue,Medium,Low
6663,Delivery problem,Product inquiry,Billing inquiry,High,Low
6664,Data loss,Cancellation request,Refund request,Low,Critical
6665,Installation support,Refund request,Refund request,Medium,Low
6666,Product compatibility,Billing inquiry,Refund request,High,High
6667,Product setup,Billing inquiry,Technical issue,Low,High
6668,Product compatibility,Technical issue,Technical issue,Critical,Critical
6669,Display issue,Cancellation request,Technical issue,Low,Critical
6670,Data loss,Product inquiry,Product inquiry,Low,Medium
6671,Delivery problem,Technical issue,Technical issue,Medium,Medium
6672,Product setup,Product inquiry,Technical issue,Low,Low
6673,Product recommendation,Billing inquiry,Refund request,Critical,Low
6674,Product recommendation,Product inquiry,Technical issue,Low,High
6675,Installation support,Cancellation request,Cancellation request,Critical,Low
6676,Account access,Product inquiry,Technical issue,Low,Critical
6677,Battery life,Cancellation request,Cancellation request,Medium,Medium
6678,Network problem,Technical issue,Product inquiry,Critical,Critical
6679,Software bug,Cancellation request,Cancellation request,Critical,Low
6680,Network problem,Product inquiry,Technical issue,High,High
6681,Product setup,Cancellation request,Refund request,Critical,Critical
6682,Battery life,Technical issue,Technical issue,High,High
6683,Account access,Billing inquiry,Billing inquiry,High,High
6684,Network problem,Billing inquiry,Product inquiry,Medium,Medium
6685,Installation support,Technical issue,Technical issue,Critical,Low
6686,Hardware issue,Product inquiry,Refund request,Critical,Critical
6687,Payment issue,Cancellation request,Cancellation request,Medium,Medium
6688,Hardware issue,Cancellation request,Cancellation request,Low,Low
6689,Product recommendation,Cancellation request,Refund request,Low,Low
6690,Product setup,Product inquiry,Refund request,Low,Critical
6691,Hardware issue,Product inquiry,Product inquiry,High,High
6692,Product setup,Technical issue,Refund request,High,Low
6693,Peripheral compatibility,Product inquiry,Product inquiry,Low,Low
6694,Software bug,Product inquiry,Technical issue,Low,Critical
6695,Battery life,Technical issue,Technical issue,Critical,Medium
6696,Battery life,Technical issue,Technical issue,High,Low
6697,Product compatibility,Product inquiry,Product inquiry,High,Critical
6698,Account access,Refund request,Refund request,High,Low
6699,Refund request,Product inquiry,Product inquiry,Low,Low
6700,Hardware issue,Cancellation request,Cancellation request,Critical,Low
6701,Hardware issue,Product inquiry,Product inquiry,Low,Low
6702,Network problem,Cancellation request,Product inquiry,Low,High
6703,Cancellation request,Billing inquiry,Cancellation request,Critical,Medium
6704,Product recommendation,Cancellation request,Cancellation request,Medium,Medium
6705,Payment issue,Billing inquiry,Refund request,Medium,Medium
6706,Account access,Cancellation request,Cancellation request,Low,High
6707,Product compatibility,Billing inquiry,Billing inquiry,Critical,Critical
6708,Hardware issue,Refund request,Refund request,High,High
6709,Payment issue,Billing inquiry,Billing inquiry,Medium,High
6710,Hardware issue,Product inquiry,Cancellation request,Low,Critical
6711,Network problem,Technical issue,Technical issue,Medium,Medium
6712,Peripheral compatibility,Cancellation request,Refund request,Medium,Medium
6713,Product compatibility,Refund request,Refund request,Medium,Medium
6714,Data loss,Product inquiry,Product inquiry,Critical,Critical
6715,Product compatibility,Billing inquiry,Billing inquiry,High,Critical
6716,Software bug,Billing inquiry,Product inquiry,High,High
6717,Display issue,Product inquiry,Technical issue,Medium,Medium
6718,Product recommendation,Billing inquiry,Billing inquiry,Medium,Critical
6719,Delivery problem,Refund request,Refund request,Critical,High
6720,Cancellation request,Cancellation request,Cancellation request,Low,Critical
6721,Delivery problem,Product inquiry,Product inquiry,Low,Medium
6722,Product setup,Billing inquiry,Refund request,Medium,Critical
6723,Hardware issue,Billing inquiry,Refund request,Medium,Low
6724,Software bug,Technical issue,Cancellation request,High,Low
6725,Account access,Technical issue,Refund request,High,High
6726,Payment issue,Refund request,Refund request,Medium,Medium
6727,Account access,Cancellation request,Refund request,Medium,Medium
6728,Installation support,Product inquiry,Refund request,High,High
6729,Data loss,Cancellation request,Refund request,Critical,Medium
6730,Display issue,Billing inquiry,Billing inquiry,Critical,Medium
6731,Refund request,Refund request,Cancellation request,Medium,Medium
6732,Refund request,Billing inquiry,Product inquiry,Low,Critical
6733,Battery life,Billing inquiry,Billing inquiry,Low,Critical
6734,Payment issue,Product inquiry,Product inquiry,Medium,Medium
6735,Display issue,Technical issue,Technical issue,High,High
6736,Software bug,Billing inquiry,Cancellation request,High,Medium
6737,Software bug,Billing inquiry,Refund request,Low,Low
6738,Battery life,Refund request,Refund request,High,Medium
6739,Software bug,Technical issue,Technical issue,Medium,Medium
6740,Peripheral compatibility,Technical issue,Technical issue,Low,High
6741,Delivery problem,Cancellation request,Technical issue,High,Low
6742,Software bug,Technical issue,Product inquiry,Critical,Critical
6743,Refund request,Billing inquiry,Billing inquiry,Critical,Critical
6744,Display issue,Technical issue,Technical issue,Critical,Critical
6745,Installation support,Billing inquiry,Technical issue,Low,Low
6746,Network problem,Technical issue,Technical issue,Medium,High
6747,Network problem,Product inquiry,Billing inquiry,Critical,High
6748,Installation support,Product inquiry,Product inquiry,Low,Low
6749,Payment issue,Product inquiry,Technical issue,Low,Low
6750,Display issue,Technical issue,Technical issue,Medium,High
6751,Product recommendation,Technical issue,Product inquiry,High,Critical
6752,Software bug,Cancellation request,Cancellation request,Low,Low
6753,Delivery problem,Product inquiry,Technical issue,Medium,Medium
6754,Account access,Refund request,Refund request,Critical,High
6755,Product setup,Billing inquiry,Cancellation request,Medium,Critical
6756,Data loss,Product inquiry,Technical issue,Low,Low
6757,Product setup,Billing inquiry,Billing inquiry,Low,Medium
6758,Installation support,Refund request,Billing inquiry,Medium,High
6759,Cancellation request,Billing inquiry,Technical issue,High,Medium
6760,Display issue,Cancellation request,Cancellation request,High,High
6761,Product setup,Cancellation request,Cancellation request,Low,Low
6762,Product compatibility,Refund request,Refund request,Low,Medium
6763,Battery life,Product inquiry,Product inquiry,Medium,Medium
6764,Refund request,Technical issue,Technical issue,Critical,Medium
6765,Product compatibility,Technical issue,Billing inquiry,Critical,Critical
6766,Battery life,Technical issue,Technical issue,High,High
6767,Software bug,Cancellation request,Billing inquiry,Critical,Critical
6768,Account access,Refund request,Product inquiry,High,High
6769,Account access,Product inquiry,Product inquiry,High,Critical
6770,Account access,Refund request,Refund request,Critical,High
6771,Data loss,Billing inquiry,Product inquiry,Critical,Critical
6772,Hardware issue,Refund request,Cancellation request,Medium,Medium
6773,Cancellation request,Technical issue,Technical issue,Low,High
6774,Cancellation request,Billing inquiry,Billing inquiry,Medium,Medium
6775,Battery life,Billing inquiry,Billing inquiry,Medium,Medium
6776,Product setup,Technical issue,Technical issue,Critical,Critical
6777,Payment issue,Product inquiry,Product inquiry,Low,Low
6778,Hardware issue,Refund request,Refund request,Low,Critical
6779,Payment issue,Technical issue,Technical issue,Low,Low
6780,Network problem,Product inquiry,Technical issue,Medium,Critical
6781,Product recommendation,Cancellation request,Billing inquiry,High,Low
6782,Account access,Refund request,Billing inquiry,Medium,Medium
6783,Data loss,Billing inquiry,Cancellation request,Critical,Critical
6784,Software bug,Billing inquiry,Billing inquiry,Low,Medium
6785,Software bug,Billing inquiry,Billing inquiry,High,Critical
6786,Product compatibility,Product inquiry,Billing inquiry,Medium,Medium
6787,Hardware issue,Technical issue,Refund request,High,Critical
6788,Installation support,Refund request,Billing inquiry,Medium,Critical
6789,Display issue,Product inquiry,Product inquiry,Low,High
6790,Product compatibility,Refund request,Product inquiry,Medium,Medium
6791,Account access,Cancellation request,Product inquiry,High,Critical
6792,Product setup,Billing inquiry,Billing inquiry,Low,Low
6793,Account access,Technical issue,Technical issue,Critical,Critical
6794,Cancellation request,Refund request,Technical issue,Critical,High
6795,Peripheral compatibility,Cancellation request,Product inquiry,Low,Medium
6796,Data loss,Refund request,Refund request,Critical,Critical
6797,Product compatibility,Cancellation request,Cancellation request,Low,High
6798,Hardware issue,Refund request,Refund request,Critical,Critical
6799,Account access,Technical issue,Cancellation request,High,Critical
6800,Software bug,Technical issue,Technical issue,Low,Low
6801,Peripheral compatibility,Technical issue,Technical issue,Medium,Medium
6802,Display issue,Technical issue,Technical issue,Medium,High
6803,Installation support,Product inquiry,Refund request,Low,Low
6804,Account access,Cancellation request,Cancellation request,Medium,Medium
6805,Peripheral compatibility,Refund request,Technical issue,Critical,Critical
6806,Account access,Product inquiry,Cancellation request,Low,High
6807,Product compatibility,Cancellation request,Technical issue,Low,Medium
6808,Refund request,Cancellation request,Cancellation request,Low,Low
6809,Payment issue,Technical issue,Billing inquiry,Critical,Critical
6810,Payment issue,Cancellation request,Refund request,High,High
6811,Battery life,Technical issue,Refund request,High,Low
6812,Refund request,Refund request,Product inquiry,Critical,Critical
6813,Peripheral compatibility,Technical issue,Billing inquiry,Critical,Medium
6814,Cancellation request,Cancellation request,Cancellation request,Low,Low
6815,Software bug,Billing inquiry,Technical issue,High,Low
6816,Product compatibility,Technical issue,Technical issue,High,High
6817,Delivery problem,Billing inquiry,Cancellation request,Low,Low
6818,Network problem,Product inquiry,Cancellation request,Critical,Critical
6819,Payment issue,Cancellation request,Refund request,Critical,Medium
6820,Battery life,Technical issue,Technical issue,High,High
6821,Battery life,Refund request,Cancellation request,Medium,Medium
6822,Software bug,Refund request,Cancellation request,Low,Critical
6823,Peripheral compatibility,Technical issue,Technical issue,Medium,Medium
6824,Product setup,Refund request,Refund request,High,High
6825,Product setup,Cancellation request,Technical issue,Critical,Critical
6826,Cancellation request,Refund request,Cancellation request,Critical,Low
6827,Network problem,Product inquiry,Refund request,Medium,Critical
6828,Product compatibility,Product inquiry,Product inquiry,Medium,Medium
6829,Data loss,Cancellation request,Billing inquiry,High,High
6830,Refund request,Product inquiry,Refund request,Low,Low
6831,Product recommendation,Billing inquiry,Refund request,Medium,Low
6832,Product setup,Technical issue,Technical issue,High,High
6833,Display issue,Technical issue,Refund request,High,High
6834,Payment issue,Cancellation request,Cancellation request,Critical,Low
6835,Hardware issue,Technical issue,Product inquiry,Critical,Low
6836,Installation support,Refund request,Refund request,High,Medium
6837,Delivery problem,Cancellation request,Cancellation request,High,High
6838,Hardware issue,Refund request,Cancellation request,Low,Critical
6839,Delivery problem,Technical issue,Billing inquiry,Medium,Medium
6840,Product compatibility,Technical issue,Refund request,High,Critical
6841,Data loss,Billing inquiry,Billing inquiry,Low,High
6842,Installation support,Cancellation request,Billing inquiry,High,Low
6843,Hardware issue,Cancellation request,Cancellation request,Critical,Critical
6844,Display issue,Product inquiry,Product inquiry,Critical,Medium
6845,Delivery problem,Refund request,Billing inquiry,Low,Critical
6846,Network problem,Cancellation request,Refund request,High,Critical
6847,Software bug,Cancellation request,Billing inquiry,Critical,Medium
6848,Hardware issue,Refund request,Refund request,High,High
6849,Payment issue,Product inquiry,Cancellation request,Critical,High
6850,Display issue,Refund request,Refund request,Critical,Low
6851,Peripheral compatibility,Refund request,Refund request,High,High
6852,Software bug,Cancellation request,Billing inquiry,High,High
6853,Display issue,Product inquiry,Product inquiry,Critical,Critical
6854,Peripheral compatibility,Technical issue,Technical issue,High,High
6855,Refund request,Technical issue,Cancellation request,Low,Medium
6856,Peripheral compatibility,Cancellation request,Cancellation request,High,Medium
6857,Hardware issue,Billing inquiry,Cancellation request,Medium,Critical
6858,Product compatibility,Billing inquiry,Billing inquiry,Medium,Medium
6859,Account access,Product inquiry,Product inquiry,Low,Low
6860,Cancellation request,Technical issue,Technical issue,Critical,Critical
6861,Data loss,Technical issue,Cancellation request,Critical,Critical
6862,Account access,Refund request,Technical issue,Critical,High
6863,Product recommendation,Product inquiry,Refund request,High,Low
6864,Hardware issue,Technical issue,Technical issue,Low,Medium
6865,Refund request,Refund request,Refund request,High,Critical
6866,Product recommendation,Product inquiry,Product inquiry,Medium,Low
6867,Product recommendation,Billing inquiry,Cancellation request,High,High
6868,Product setup,Product inquiry,Refund request,High,Critical
6869,Account access,Technical issue,Billing inquiry,Medium,Medium
6870,Product compatibility,Billing inquiry,Cancellation request,Critical,Medium
6871,Installation support,Product inquiry,Product inquiry,Medium,High
6872,Hardware issue,Technical issue,Refund request,High,High
6873,Peripheral compatibility,Billing inquiry,Product inquiry,Medium,High
6874,Installation support,Cancellation request,Cancellation request,Critical,Medium
6875,Account access,Technical issue,Technical issue,Low,Low
6876,Cancellation request,Billing inquiry,Billing inquiry,Low,Medium
6877,Software bug,Technical issue,Product inquiry,Medium,Medium
6878,Network problem,Billing inquiry,Billing inquiry,Low,Medium
6879,Product recommendation,Cancellation request,Refund request,Medium,Medium
6880,Refund request,Refund request,Cancellation request,High,Medium
6881,Product setup,Refund request,Refund request,Critical,High
6882,Data loss,Cancellation request,Billing inquiry,Critical,High
6883,Delivery problem,Technical issue,Technical issue,High,High
6884,Product setup,Technical issue,Technical issue,Low,Low
6885,Software bug,Refund request,Technical issue,High,High
6886,Payment issue,Billing inquiry,Refund request,Low,Medium
6887,Network problem,Refund request,Billing inquiry,Medium,Critical
6888,Product setup,Product inquiry,Product inquiry,Critical,Low
6889,Battery life,Billing inquiry,Billing inquiry,Low,Critical
6890,Network problem,Refund request,Product inquiry,High,High
6891,Battery life,Product inquiry,Product inquiry,Low,Low
6892,Refund request,Billing inquiry,Refund request,Medium,Critical
6893,Delivery problem,Cancellation request,Technical issue,Critical,Critical
6894,Product setup,Refund request,Cancellation request,Low,Low
6895,Cancellation request,Technical issue,Cancellation request,High,Medium
6896,Product compatibility,Product inquiry,Product inquiry,Medium,Medium
6897,Hardware issue,Refund request,Cancellation request,Low,Medium
6898,Refund request,Product inquiry,Product inquiry,Critical,High
6899,Hardware issue,Cancellation request,Cancellation request,Medium,Medium
6900,Network problem,Product inquiry,Cancellation request,Medium,Medium
6901,Product setup,Cancellation request,Cancellation request,Low,High
6902,Cancellation request,Billing inquiry,Refund request,Critical,Critical
6903,Battery life,Technical issue,Technical issue,Medium,Medium
6904,Software bug,Billing inquiry,Billing inquiry,Critical,Medium
6905,Network problem,Product inquiry,Cancellation request,Medium,High
6906,Software bug,Technical issue,Technical issue,Critical,Critical
6907,Peripheral compatibility,Billing inquiry,Product inquiry,Critical,Critical
6908,Peripheral compatibility,Refund request,Refund request,High,High
6909,Software bug,Billing inquiry,Technical issue,Medium,Medium
6910,Refund request,Refund request,Refund request,Medium,Medium
6911,Hardware issue,Product inquiry,Product inquiry,Critical,Low
6912,Payment issue,Product inquiry,Product inquiry,Low,Low
6913,Network problem,Product inquiry,Cancellation request,Critical,Low
6914,Installation support,Billing inquiry,Product inquiry,Medium,Low
6915,Battery life,Cancellation request,Refund request,Medium,Low
6916,Hardware issue,Refund request,Refund request,Medium,Low
6917,Data loss,Cancellation request,Cancellation request,Low,Critical
6918,Data loss,Cancellation request,Cancellation request,High,High
6919,Peripheral compatibility,Refund request,Billing inquiry,High,Critical
6920,Display issue,Cancellation request,Technical issue,High,High
6921,Delivery problem,Product inquiry,Technical issue,Medium,Medium
6922,Display issue,Billing inquiry,Cancellation request,Critical,High
6923,Product compatibility,Refund request,Billing inquiry,Low,High
6924,Network problem,Cancellation request,Cancellation request,Medium,Medium
6925,Installation support,Refund request,Refund request,Low,Low
6926,Product setup,Technical issue,Technical issue,Critical,Critical
6927,Installation support,Refund request,Refund request,Critical,Low
6928,Refund request,Refund request,Refund request,Low,Low
6929,Payment issue,Refund request,Refund request,Low,Low
6930,Battery life,Cancellation request,Cancellation request,High,Medium
6931,Product setup,Technical issue,Technical issue,High,High
6932,Payment issue,Cancellation request,Refund request,High,Medium
6933,Hardware issue,Billing inquiry,Cancellation request,Low,Low
6934,Installation support,Product inquiry,Technical issue,High,High
6935,Product compatibility,Refund request,Refund request,Medium,Medium
6936,Software bug,Billing inquiry,Billing inquiry,Medium,Low
6937,Cancellation request,Billing inquiry,Refund request,Medium,Critical
6938,Product compatibility,Product inquiry,Cancellation request,Critical,High
6939,Product recommendation,Billing inquiry,Product inquiry,High,High
6940,Network problem,Product inquiry,Technical issue,Critical,Critical
6941,Payment issue,Refund request,Refund request,Low,High
6942,Hardware issue,Technical issue,Technical issue,Low,High
6943,Data loss,Billing inquiry,Product inquiry,Medium,Medium
6944,Product compatibility,Technical issue,Cancellation request,High,High
6945,Account access,Billing inquiry,Billing inquiry,Low,Medium
6946,Installation support,Product inquiry,Product inquiry,High,High
6947,Data loss,Refund request,Refund request,Medium,Medium
6948,Refund request,Product inquiry,Cancellation request,Medium,Medium
6949,Product recommendation,Billing inquiry,Product inquiry,Low,Low
6950,Battery life,Product inquiry,Product inquiry,Critical,Medium
6951,Product recommendation,Cancellation request,Refund request,Critical,Critical
6952,Battery life,Refund request,Refund request,Medium,Critical
6953,Product recommendation,Refund request,Technical issue,Low,Low
6954,Cancellation request,Technical issue,Technical issue,High,High
6955,Account access,Refund request,Refund request,High,High
6956,Payment issue,Refund request,Refund request,High,Medium
6957,Product setup,Product inquiry,Product inquiry,Low,Critical
6958,Payment issue,Product inquiry,Billing inquiry,Low,Critical
6959,Cancellation request,Refund request,Refund request,High,Medium
6960,Software bug,Cancellation request,Product inquiry,Critical,Critical
6961,Account access,Product inquiry,Refund request,Low,High
6962,Software bug,Billing inquiry,Technical issue,High,Low
6963,Peripheral compatibility,Technical issue,Refund request,Medium,Low
6964,Hardware issue,Refund request,Refund request,Medium,Medium
6965,Peripheral compatibility,Product inquiry,Product inquiry,Medium,Medium
6966,Cancellation request,Technical issue,Technical issue,Low,Low
6967,Display issue,Refund request,Refund request,Medium,Medium
6968,Product setup,Refund request,Refund request,Critical,Critical
6969,Refund request,Technical issue,Cancellation request,Low,Medium
6970,Payment issue,Cancellation request,Refund request,Low,Low
6971,Display issue,Cancellation request,Billing inquiry,Medium,High
6972,Battery life,Cancellation request,Refund request,Critical,High
6973,Data loss,Technical issue,Refund request,High,Critical
6974,Delivery problem,Refund request,Refund request,Critical,Medium
6975,Installation support,Cancellation request,Billing inquiry,High,High
6976,Software bug,Refund request,Product inquiry,Low,Low
6977,Installation support,Product inquiry,Product inquiry,Medium,Medium
6978,Product setup,Refund request,Refund request,Low,Low
6979,Display issue,Technical issue,Refund request,Medium,Medium
6980,Display issue,Technical issue,Technical issue,Low,Low
6981,Payment issue,Technical issue,Billing inquiry,High,Medium
6982,Delivery problem,Product inquiry,Product inquiry,Low,Critical
6983,Refund request,Technical issue,Technical issue,Low,Low
6984,Product setup,Cancellation request,Product inquiry,Critical,Critical
6985,Account access,Billing inquiry,Technical issue,High,High
6986,Delivery problem,Product inquiry,Cancellation request,High,High
6987,Display issue,Billing inquiry,Billing inquiry,Medium,Medium
6988,Refund request,Billing inquiry,Technical issue,High,High
6989,Cancellation request,Refund request,Refund request,High,High
6990,Software bug,Cancellation request,Technical issue,Low,Critical
6991,Product recommendation,Product inquiry,Product inquiry,High,High
6992,Installation support,Technical issue,Refund request,Critical,High
6993,Hardware issue,Billing inquiry,Billing inquiry,High,Low
6994,Display issue,Billing inquiry,Technical issue,Critical,Medium
6995,Software bug,Technical issue,Technical issue,Low,Low
6996,Display issue,Cancellation request,Cancellation request,Critical,Critical
6997,Software bug,Billing inquiry,Billing inquiry,High,Critical
6998,Payment issue,Billing inquiry,Billing inquiry,Critical,Critical
6999,Delivery problem,Cancellation request,Cancellation request,Medium,Low
7000,Software bug,Billing inquiry,Product inquiry,Critical,Medium
7001,Hardware issue,Refund request,Refund request,Low,Low
7002,Hardware issue,Refund request,Refund request,Low,Low
7003,Battery life,Cancellation request,Product inquiry,Medium,Critical
7004,Cancellation request,Technical issue,Technical issue,Critical,Critical
7005,Delivery problem,Technical issue,Technical issue,High,High
7006,Product setup,Product inquiry,Product inquiry,Low,Low
7007,Payment issue,Product inquiry,Technical issue,High,Medium
7008,Data loss,Refund request,Cancellation request,Critical,Critical
7009,Data loss,Billing inquiry,Cancellation request,Medium,Low
7010,Delivery problem,Billing inquiry,Product inquiry,Medium,High
7011,Product compatibility,Product inquiry,Product inquiry,High,Medium
7012,Product compatibility,Product inquiry,Billing inquiry,High,Medium
7013,Display issue,Product inquiry,Refund request,Medium,Medium
7014,Network problem,Cancellation request,Cancellation request,Medium,Medium
7015,Product setup,Refund request,Technical issue,Low,Critical
7016,Product setup,Product inquiry,Cancellation request,Critical,High
7017,Hardware issue,Technical issue,Technical issue,Medium,Medium
7018,Product setup,Refund request,Technical issue,Low,Low
7019,Account access,Cancellation request,Cancellation request,High,High
7020,Data loss,Billing inquiry,Product inquiry,Critical,Critical
7021,Refund request,Cancellation request,Cancellation request,Low,Medium
7022,Account access,Billing inquiry,Cancellation request,Medium,Medium
7023,Display issue,Technical issue,Cancellation request,High,Critical
7024,Product setup,Billing inquiry,Technical issue,Low,Critical
7025,Account access,Cancellation request,Refund request,Medium,Medium
7026,Data loss,Technical issue,Product inquiry,Medium,Critical
7027,Network problem,Technical issue,Technical issue,Critical,Critical
7028,Hardware issue,Product inquiry,Cancellation request,Critical,Critical
7029,Account access,Technical issue,Billing inquiry,High,High
7030,Refund request,Billing inquiry,Cancellation request,Critical,Critical
7031,Product compatibility,Technical issue,Refund request,Critical,Critical
7032,Account access,Cancellation request,Product inquiry,Low,Low
7033,Data loss,Refund request,Refund request,Medium,Medium
7034,Peripheral compatibility,Product inquiry,Product inquiry,Medium,Medium
7035,Product setup,Technical issue,Technical issue,High,High
7036,Installation support,Cancellation request,Cancellation request,Critical,Critical
7037,Product setup,Refund request,Refund request,Medium,Medium
7038,Delivery problem,Refund request,Refund request,High,High
7039,Software bug,Billing inquiry,Technical issue,Critical,Medium
7040,Product recommendation,Product inquiry,Product inquiry,Critical,Critical
7041,Display issue,Cancellation request,Cancellation request,Critical,Critical
7042,Refund request,Refund request,Cancellation request,Low,Low
7043,Hardware issue,Technical issue,Cancellation request,Critical,Low
7044,Product compatibility,Cancellation request,Billing inquiry,High,High
7045,Payment issue,Technical issue,Technical issue,High,Critical
7046,Display issue,Technical issue,Cancellation request,Critical,Low
7047,Product recommendation,Product inquiry,Product inquiry,High,High
7048,Delivery problem,Refund request,Refund request,High,High
7049,Cancellation request,Billing inquiry,Cancellation request,Medium,Medium
7050,Product compatibility,Billing inquiry,Billing inquiry,Critical,High
7051,Refund request,Cancellation request,Cancellation request,Low,High
7052,Hardware issue,Technical issue,Product inquiry,High,Critical
7053,Delivery problem,Cancellation request,Cancellation request,Low,High
7054,Product recommendation,Refund request,Product inquiry,Medium,Medium
7055,Product compatibility,Product inquiry,Billing inquiry,Low,Low
7056,Display issue,Refund request,Billing inquiry,Low,Low
7057,Network problem,Cancellation request,Technical issue,Medium,Medium
7058,Delivery problem,Cancellation request,Technical issue,High,Critical
7059,Refund request,Technical issue,Cancellation request,High,High
7060,Cancellation request,Product inquiry,Product inquiry,Critical,Critical
7061,Software bug,Billing inquiry,Billing inquiry,Low,Low
7062,Delivery problem,Cancellation request,Billing inquiry,Low,Low
7063,Refund request,Refund request,Refund request,Medium,Medium
7064,Product compatibility,Refund request,Cancellation request,High,High
7065,Display issue,Technical issue,Technical issue,Critical,High
7066,Product setup,Technical issue,Technical issue,High,High
7067,Payment issue,Billing inquiry,Cancellation request,Medium,High
7068,Product setup,Product inquiry,Product inquiry,Low,Medium
7069,Payment issue,Product inquiry,Product inquiry,Medium,Medium
7070,Network problem,Billing inquiry,Technical issue,Low,Critical
7071,Peripheral compatibility,Billing inquiry,Billing inquiry,Medium,Medium
7072,Network problem,Billing inquiry,Billing inquiry,Medium,High
7073,Product compatibility,Technical issue,Technical issue,Critical,Low
7074,Product compatibility,Refund request,Refund request,Medium,High
7075,Payment issue,Cancellation request,Technical issue,Medium,Medium
7076,Battery life,Product inquiry,Technical issue,Low,Low
7077,Hardware issue,Billing inquiry,Product inquiry,Low,Low
7078,Data loss,Refund request,Refund request,High,Critical
7079,Product compatibility,Billing inquiry,Cancellation request,High,Critical
7080,Software bug,Product inquiry,Product inquiry,Medium,Low
7081,Software bug,Refund request,Product inquiry,Medium,Critical
7082,Product setup,Technical issue,Technical issue,High,Low
7083,Data loss,Billing inquiry,Billing inquiry,High,Critical
7084,Installation support,Product inquiry,Billing inquiry,High,High
7085,Display issue,Cancellation request,Cancellation request,High,High
7086,Network problem,Technical issue,Technical issue,Low,Medium
7087,Payment issue,Technical issue,Billing inquiry,Low,Low
7088,Product setup,Refund request,Refund request,Critical,Critical
7089,Software bug,Billing inquiry,Billing inquiry,Medium,Critical
7090,Data loss,Billing inquiry,Cancellation request,High,High
7091,Battery life,Refund request,Product inquiry,Medium,Medium
7092,Hardware issue,Refund request,Refund request,Low,Low
7093,Refund request,Billing inquiry,Billing inquiry,Medium,Critical
7094,Refund request,Cancellation request,Refund request,Low,Low
7095,Product setup,Billing inquiry,Refund request,Critical,High
7096,Product setup,Billing inquiry,Cancellation request,Medium,High
7097,Product compatibility,Technical issue,Refund request,High,High
7098,Battery life,Billing inquiry,Technical issue,High,Medium
7099,Cancellation request,Product inquiry,Product inquiry,Low,High
7100,Installation support,Refund request,Product inquiry,Medium,Low
7101,Refund request,Technical issue,Cancellation request,Critical,Critical
7102,Data loss,Refund request,Technical issue,High,High
7103,Refund request,Billing inquiry,Technical issue,High,Medium
7104,Delivery problem,Billing inquiry,Billing inquiry,Critical,High
7105,Peripheral compatibility,Billing inquiry,Billing inquiry,Medium,High
7106,Display issue,Billing inquiry,Billing inquiry,Medium,High
7107,Product setup,Billing inquiry,Refund request,Medium,Critical
7108,Delivery problem,Technical issue,Technical issue,High,Medium
7109,Battery life,Product inquiry,Product inquiry,Low,Medium
7110,Refund request,Product inquiry,Refund request,Medium,Critical
7111,Refund request,Product inquiry,Technical issue,Critical,Critical
7112,Delivery problem,Technical issue,Billing inquiry,Low,Low
7113,Product compatibility,Technical issue,Technical issue,Medium,Medium
7114,Account access,Billing inquiry,Product inquiry,Medium,Medium
7115,Payment issue,Technical issue,Cancellation request,Medium,Low
7116,Product compatibility,Technical issue,Billing inquiry,High,High
7117,Data loss,Technical issue,Refund request,Critical,Critical
7118,Product setup,Refund request,Billing inquiry,Critical,Critical
7119,Battery life,Cancellation request,Product inquiry,High,Medium
7120,Product compatibility,Refund request,Technical issue,Critical,Critical
7121,Display issue,Refund request,Refund request,Low,High
7122,Peripheral compatibility,Product inquiry,Product inquiry,Critical,Critical
7123,Payment issue,Refund request,Billing inquiry,Critical,Medium
7124,Product recommendation,Technical issue,Technical issue,Critical,Critical
7125,Network problem,Technical issue,Technical issue,Medium,Medium
7126,Refund request,Refund request,Cancellation request,Medium,Medium
7127,Product recommendation,Refund request,Refund request,Medium,Medium
7128,Account access,Technical issue,Product inquiry,Low,Low
7129,Refund request,Billing inquiry,Billing inquiry,High,Critical
